Subject,Chapter,Section,Video,Duration,144:02:29
Pathology,General Pathology,5,Free Radical Injury,0:10:27,
Pathology,General Pathology,6,Amyloidosis,0:14:42,
Pathology,General Pathology,7,Wound Healing,0:10:39,
Pathology,General Pathology,8,Neoplasia,0:08:25,
Pathology,General Pathology,9,Carcinogenesis,0:14:47,
Pathology,General Pathology,10,Tumor Progression,0:07:38,
Pathology,General Pathology,11,Clinical Features of Neoplasia,0:12:36,
Pathology,Cardiac Pathology,1,Hyperlipidemia Signs,0:03:15,
Pathology,Cardiac Pathology,2,Hypertension,0:05:46,
Pathology,Cardiac Pathology,3,Arteriosclerosis,0:08:17,
Pathology,Cardiac Pathology,4,Aortic Dissection and Aneurysm,0:09:35,
Pathology,Cardiac Pathology,5,Angina,0:09:35,
Pathology,Cardiac Pathology,6,Myocardial Infarction,0:12:06,
Pathology,Cardiac Pathology,7,Other Ischemic Heart Diseases,0:04:21,
Pathology,Cardiac Pathology,8,12-lead EKG Introduction,0:09:33,
Pathology,Cardiac Pathology,9,Basic EKG Interpretation,0:10:32,
Pathology,Cardiac Pathology,10,Ischemic EKG Changes,0:07:29,
Pathology,Cardiac Pathology,11,EKG Localization of Myocardial Infarctions,0:03:30,
Pathology,Cardiac Pathology,12,Cardiomyopathy,0:10:29,
Pathology,Cardiac Pathology,13,Heart Failure,0:16:42,
Pathology,Cardiac Pathology,14,Shock,0:18:15,
Pathology,Cardiac Pathology,15,Cardiac Tamponade,0:07:40,
Pathology,Cardiac Pathology,16,Endocarditis,0:13:26,
Pathology,Cardiac Pathology,17,Rheumatic Fever,0:07:59,
Pathology,Cardiac Pathology,18,Pericarditis,0:08:46,
Pathology,Cardiac Pathology,19,Myocarditis,0:08:17,
Pathology,Cardiac Pathology,20,Vasculitis,0:14:28,
Pathology,Cardiac Pathology,21,Cardiac Tumors,0:03:59,
Pathology,Pulmonary Pathology,1,Rhinosinusitis,0:06:58,
Pathology,Pulmonary Pathology,2,Epistaxis,0:05:11,
Pathology,Pulmonary Pathology,3,Head and Neck Cancer,0:07:58,
Pathology,Pulmonary Pathology,4,DVT,0:06:50,
Pathology,Pulmonary Pathology,5,Pulmonary Embolism,0:13:08,
Pathology,Pulmonary Pathology,6,Mediastinal Pathology,0:08:02,
Pathology,Pulmonary Pathology,7,Obstructive Lung Diseases,0:13:22,
Pathology,Pulmonary Pathology,8,Restrictive Lung Diseases,0:14:31,
Pathology,Pulmonary Pathology,9,Sarcoidosis,0:07:21,
Pathology,Pulmonary Pathology,10,Inhalation Injury,0:04:41,
Pathology,Pulmonary Pathology,11,Pneumoconioses,0:07:45,
Pathology,Pulmonary Pathology,12,Mesothelioma,0:05:53,
Pathology,Pulmonary Pathology,13,ARDS,0:06:57,
Pathology,Pulmonary Pathology,14,Sleep Apnea,0:06:48,
Pathology,Pulmonary Pathology,15,Pulmonary HTN,0:10:25,
Pathology,Pulmonary Pathology,16,Atelectasis,0:10:26,
Pathology,Pulmonary Pathology,17,Pleural Effusions,0:10:28,
Pathology,Pulmonary Pathology,18,Pneumothorax,0:13:27,
Pathology,Pulmonary Pathology,19,Pneumonia,0:14:17,
Pathology,Pulmonary Pathology,20,Lung Cancer,0:12:29,
Pathology,Pulmonary Pathology,21,Lung Abscess,0:07:14,
Pathology,Pulmonary Pathology,22,Pancoast Tumor,0:06:31,
Pathology,Pulmonary Pathology,23,Superior Vena Cava Syndrome,0:05:19,
Pathology,Renal Pathology,1,Acute Kidney Injury (AKI),0:27:53,
Pathology,Renal Pathology,2,Chronic Renal Failure,0:10:04,
Pathology,Renal Pathology,3,Nephrotic Syndrome,0:18:18,
Pathology,Renal Pathology,4,Nephritic Syndrome,0:17:16,
Pathology,Renal Pathology,5,UTI,0:13:14,
Pathology,Renal Pathology,6,Nephrolithiasis,0:14:28,
Pathology,Renal Pathology,7,Renal Neoplasia,0:09:13,
Pathology,Renal Pathology,8,Lower Urinary Tract Carcinoma,0:11:24,
Pathology,Gastrointestinal Pathology,1,Oral Cavity,0:05:39,
Pathology,Gastrointestinal Pathology,2,Salivary Glands,0:06:54,
Pathology,Gastrointestinal Pathology,3,Esophagus,0:12:20,
Pathology,Gastrointestinal Pathology,4,Stomach,0:19:19,
Pathology,Gastrointestinal Pathology,5,Small Bowel,0:13:56,
Pathology,Gastrointestinal Pathology,6,Appendix,0:03:03,
Pathology,Gastrointestinal Pathology,7,Inflammatory Bowel Disease,0:09:05,
Pathology,Gastrointestinal Pathology,8,Diseases of the Colon,0:07:12,
Pathology,Gastrointestinal Pathology,9,Colon Polyps and Carcinoma,0:09:04,
Pathology,Gastrointestinal Pathology,10,Pancreas,0:07:46,
Pathology,Gastrointestinal Pathology,11,Gallbladder and Biliary Tract,0:16:34,
Pathology,Gastrointestinal Pathology,12,Jaundice,0:13:16,
Pathology,Gastrointestinal Pathology,13,Cirrhosis and Liver Cancer,0:09:43,
Pathology,Gastrointestinal Pathology,14,Other Liver Conditions,0:15:01,
Pathology,Endocrine Pathology,1,Pituitary,0:09:47,
Pathology,Endocrine Pathology,2,Hyperthyroidism,0:06:36,
Pathology,Endocrine Pathology,3,Hypothyroidism,0:03:54,
Pathology,Endocrine Pathology,4,Thyroid Neoplasia,0:08:21,
Pathology,Endocrine Pathology,5,Thyroiditis,0:05:16,
Pathology,Endocrine Pathology,6,Endocrine Pancreas,0:14:26,
Pathology,Endocrine Pathology,7,Hyperaldosteronism,0:11:49,
Pathology,Endocrine Pathology,8,Hypercortisolism,0:10:02,
Pathology,Endocrine Pathology,9,Adrenal Insufficiency,0:07:04,
Pathology,Endocrine Pathology,10,Adrenal Medulla,0:04:39,
Pathology,Endocrine Pathology,11,Multiple Endocrine Neoplasias,0:07:00,
Pathology,Reproductive Pathology,1,Penis,0:05:24,
Pathology,Reproductive Pathology,2,Testicle,0:08:31,
Pathology,Reproductive Pathology,3,Testicular Tumors,0:20:34,
Pathology,Reproductive Pathology,4,Prostate,0:09:31,
Pathology,Reproductive Pathology,5,Inflammatory Conditions of the Breast,0:06:45,
Pathology,Reproductive Pathology,6,Benign Tumors and Fibrocystic Changes of the Breast,0:09:44,
Pathology,Reproductive Pathology,7,Breast Cancer,0:17:00,
Pathology,Reproductive Pathology,8,Vulva,0:10:20,
Pathology,Reproductive Pathology,9,Vagina,0:03:24,
Pathology,Reproductive Pathology,10,Cervix,0:11:25,
Pathology,Reproductive Pathology,11,Endometrium,0:16:25,
Pathology,Reproductive Pathology,12,Myometrium,0:05:38,
Pathology,Reproductive Pathology,13,PCOS,0:12:55,
Pathology,Reproductive Pathology,14,Surface Epithelial Tumors of the Ovary,0:18:15,
Pathology,Reproductive Pathology,15,Other Ovarian Tumors,0:17:26,
Pathology,Reproductive Pathology,16,Gestational Pathology,0:15:56,
Pathology,Neuropathology,1,Meningitis,0:07:21,
Pathology,Neuropathology,2,Cerebrovascular Disease,0:12:58,
Pathology,Neuropathology,3,Trauma,0:07:49,
Pathology,Neuropathology,4,Demyelinating Disorders,0:08:29,
Pathology,Neuropathology,5,Dementia and Degenerative Disorders,0:12:53,
Pathology,Neuropathology,6,Brain Tumors,0:10:00,
Pathology,Neuropathology,7,Headaches,0:06:08,
Pathology,Neuropathology,8,Seizures,0:11:23,
Pathology,Neuropathology,9,Neurocutaneous Disorders,0:11:19,
Pathology,Musculoskeletal Pathology,1,Bone Disorders,0:09:22,
Pathology,Musculoskeletal Pathology,2,Bone Tumors,0:11:15,
Pathology,Musculoskeletal Pathology,3,"Septic Arthritis, Gout, and CPPD Disease",0:07:42,
Pathology,Musculoskeletal Pathology,4,Osteoarthritis and Rheumatoid Arthritis,0:13:13,
Pathology,Musculoskeletal Pathology,5,Spondyloarthropathies,0:05:27,
Pathology,Musculoskeletal Pathology,6,Skeletal Muscle Disorders,0:08:34,
Pathology,Musculoskeletal Pathology,7,Diseases of the Neuromuscular Junction,0:07:59,
Pathology,Musculoskeletal Pathology,8,Soft Tissue Tumors,0:08:43,
Pathology,Musculoskeletal Pathology,9,Dermatitis and Acne,0:08:45,
Pathology,Musculoskeletal Pathology,10,Psoriasis and Lichen Planus,0:06:12,
Pathology,Musculoskeletal Pathology,11,Blistering Skin Disorders,0:09:34,
Pathology,Musculoskeletal Pathology,12,Epithelial Tumors,0:04:02,
Pathology,Musculoskeletal Pathology,13,Disorders of Pigmentation,0:08:04,
Pathology,Hem/Onc,1,Primary Hemostasis and Related Bleeding Disorders,0:17:29,
Pathology,Hem/Onc,2,Secondary Hemostasis,0:18:16,
Pathology,Hem/Onc,3,"HIT, DIC and Disorders of Fibrinolysis",0:15:25,
Pathology,Hem/Onc,4,Red Blood Cell Morphology,0:07:08,
Pathology,Hem/Onc,5,Microcytic Anemias,0:14:27,
Pathology,Hem/Onc,6,Thalassemias,0:14:36,
Pathology,Hem/Onc,7,Nonhemolytic Anemia,0:12:56,
Pathology,Hem/Onc,8,Hemolytic Anemia (intrinsic causes),0:17:50,
Pathology,Hem/Onc,9,Hemolytic Anemia (extrinsic causes),0:09:21,
Pathology,Hem/Onc,10,Macrocytic Anemia,0:08:55,
Pathology,Hem/Onc,11,Leukopenia and Leukocytosis,0:10:32,
Pathology,Hem/Onc,12,Acute Leukemia,0:10:50,
Pathology,Hem/Onc,13,Chronic Leukemia,0:07:36,
Pathology,Hem/Onc,14,Myeloproliferative Disorders,0:11:03,
Pathology,Hem/Onc,15,Lymphadenopathy,0:03:38,
Pathology,Hem/Onc,16,Non-Hodgkin Lymphoma,0:09:11,
Pathology,Hem/Onc,17,Hodgkin Lymphoma,0:03:59,
Pathology,Hem/Onc,18,Plasma Cell Dyscrasias,0:09:31,
Pathology,Hem/Onc,19,Langerhans Dell Histiocytosis,0:05:53,
Public Health Sciences,Public Health Sciences,1,Ethical Principles,0:09:13,
Public Health Sciences,Public Health Sciences,2,Consent and Confidentiality,0:10:40,
Public Health Sciences,Public Health Sciences,3,Capacity,0:07:39,
Public Health Sciences,Public Health Sciences,4,Ethical Situations,0:20:59,
Public Health Sciences,Public Health Sciences,5,Geriatrics,0:08:36,
Public Health Sciences,Public Health Sciences,6,Developmental Milestones,0:09:29,
Public Health Sciences,Public Health Sciences,7,Healthcare Delivery,0:12:33,
Public Health Sciences,Public Health Sciences,8,Quality and Safety,0:11:02,
Biostatistics,Biostatistics,1,Biostatistics Overview,0:13:08,
Biostatistics,Biostatistics,2,Study Designs,0:13:05,
Biostatistics,Biostatistics,3,Evaluating Study Quality,0:15:13,
Biostatistics,Biostatistics,4,Evaluating Significance,0:12:39,
Biostatistics,Biostatistics,5,Bias and Confounders,0:19:04,
Biostatistics,Biostatistics,6,Sensitivity and Specificity,0:23:00,
Biostatistics,Biostatistics,7,PPV and NPV,0:16:20,
Biostatistics,Biostatistics,8,"Incidence, Prevalence and Likelihood Ratios",0:14:07,
Biostatistics,Biostatistics,9,Measurements of Risk,0:21:16,
Biochemistry,Molecular Biology,1,DNA Replication,0:17:27,
Biochemistry,Molecular Biology,2,DNA Repair,0:09:09,
Biochemistry,Molecular Biology,3,Transcription,0:14:34,
Biochemistry,Molecular Biology,4,Translation,0:10:44,
Biochemistry,Molecular Biology,5,DNA Mutations,0:11:08,
Biochemistry,Cellular Biology,1,Cell Cycle,0:07:51,
Biochemistry,Cellular Biology,2,Cell Structure,0:13:56,
Biochemistry,Cellular Biology,3,Connective Tissue,0:11:38,
Biochemistry,Laboratory Techniques,1,PCR,0:09:38,
Biochemistry,Laboratory Techniques,2,Blotting Procedures,0:04:02,
Biochemistry,Laboratory Techniques,3,Flow Cytometry,0:03:19,
Biochemistry,Laboratory Techniques,4,Microarrays & ELISA,0:04:10,
Biochemistry,Laboratory Techniques,5,Karyograms & FISH,0:03:31,
Biochemistry,Laboratory Techniques,6,CRISPR Cas9 & Molecular Cloning,0:04:07,
Biochemistry,Genetics,1,Genetics Overview,0:12:54,
Biochemistry,Genetics,2,Imprinting and Uniparental Disomy,0:11:14,
Biochemistry,Genetics,3,Linkage Disequilibrium,0:07:00,
Biochemistry,Genetics,4,Pedigrees,0:11:14,
Biochemistry,Genetics,5,Hardy Weinberg Principle,0:11:05,
Biochemistry,Genetics,6,Autosomal Dominant Diseases,0:05:42,
Biochemistry,Genetics,6.1,Autosomal Dominant Diseases,0:04:17,
Biochemistry,Genetics,7,X linked Diseases,0:04:26,
Biochemistry,Genetics,7.1,X linked Recessive Diseases,0:03:36,
Biochemistry,Genetics,7.2,Rett syndrome,0:03:16,
Biochemistry,Genetics,8,Autosomal Recessive Diseases,0:09:58,
Biochemistry,Genetics,9,Trinucleotide Repeat Disorders,0:06:59,
Biochemistry,Genetics,9.1,Huntington Disease,0:05:05,
Biochemistry,Genetics,9.2,Myotonic Dystrophy,0:03:21,
Biochemistry,Genetics,9.3,Fragile X Syndrome,0:02:50,
Biochemistry,Genetics,9.4,Friedreich Ataxia,0:06:54,
Biochemistry,Genetics,10,Autosomal Trisomies,0:10:14,
Biochemistry,Genetics,10.1,Down Syndrome,0:07:19,
Biochemistry,Genetics,10.2,Edwards Syndrome,0:04:19,
Biochemistry,Genetics,10.3,Patau Syndrome,0:03:51,
Biochemistry,Genetics,11,Sex Chromosome Disorders,0:08:28,
Biochemistry,Genetics,11.1,Turner Syndrome,0:05:06,
Biochemistry,Genetics,11.2,Klinefelter Syndrome,0:04:55,
Biochemistry,Genetics,12,Microdeletion Syndromes,0:04:40,
Biochemistry,Genetics,12.1,Cri-du-chat Syndrome,0:03:10,
Biochemistry,Genetics,12.2,Williams Syndrome,0:03:10,
Biochemistry,Genetics,12.3,DiGeorge Syndrome,0:06:23,
Biochemistry,Metabolism,1,Hexokinase & Glucokinase,0:12:30,
Biochemistry,Metabolism,2,Glycolysis,0:12:25,
Biochemistry,Metabolism,3,Pyruvate,0:11:13,
Biochemistry,Metabolism,4,TCA Cycle,0:09:40,
Biochemistry,Metabolism,5,ETC,0:09:42,
Biochemistry,Metabolism,6,Gluconeogenesis,0:12:27,
Biochemistry,Metabolism,7,Glycogen,0:14:21,
Biochemistry,Metabolism,7.1,Von Gierke & Cori Disease,0:07:04,
Biochemistry,Metabolism,7.2,Pompe & Mcardle Disease,0:06:39,
Biochemistry,Metabolism,8,Fructose Metabolism,0:09:12,
Biochemistry,Metabolism,9,Galactose,0:08:50,
Biochemistry,Metabolism,10,HMP Shunt,0:08:12,
Biochemistry,Metabolism,11,Fat Metabolism,0:15:41,
Biochemistry,Metabolism,12,Ketones,0:07:41,
Biochemistry,Metabolism,13,Ethanol,0:08:10,
Biochemistry,Metabolism,14,Lipid Transport,0:25:32,
Biochemistry,Metabolism,15,Homocysteine,0:08:55,
Biochemistry,Metabolism,16,Purines & Pyrimidines,0:14:36,
Biochemistry,Metabolism,17,Ammonia,0:10:32,
Biochemistry,Metabolism,18,Amino Acids,0:13:56,
Biochemistry,Metabolism,19,Lysosomal Storage Diseases,0:08:26,
Biochemistry,Metabolism,19.1,Tay-Sachs & Niemann-Pick Disease,0:04:46,
Biochemistry,Metabolism,19.2,Fabry Disease,0:04:33,
Biochemistry,Metabolism,19.3,Metachromatic Leukodystrophy,0:03:06,
Biochemistry,Metabolism,19.4,Krabbe Disease,0:03:23,
Biochemistry,Metabolism,19.5,Gaucher Disease,0:02:55,
Biochemistry,Metabolism,19.6,Hurler & Hunter Syndrome,0:06:43,
Biochemistry,Metabolism,20,Nutrition,0:11:45,
Biochemistry,Metabolism,20.1,Thiamine (B1),0:06:42,
Biochemistry,Metabolism,20.2,Riboflavin (B2),0:01:56,
Biochemistry,Metabolism,20.3,Niacin (B3),0:07:39,
Biochemistry,Metabolism,20.4,Pantothenic Acid (B5),0:02:44,
Biochemistry,Metabolism,20.5,Pyridoxine (B6),0:08:04,
Biochemistry,Metabolism,20.6,Biotin (B7),0:03:49,
Biochemistry,Metabolism,20.7,Folate (B9),0:05:04,
Biochemistry,Metabolism,20.8,Cobalamin (B12),0:07:03,
Biochemistry,Metabolism,20.9,Vitamin C,0:06:28,
Biochemistry,Metabolism,20.1,Vitamin A,0:08:55,
Biochemistry,Metabolism,20.11,Vitamin D,0:06:46,
Biochemistry,Metabolism,20.12,Vitamin E,0:05:16,
Biochemistry,Metabolism,20.13,Vitamin K,0:07:12,
Biochemistry,Metabolism,20.14,Zinc,0:02:45,
Microbiology,Fundamentals,1,Bacterial Structure,0:12:30,
Microbiology,Fundamentals,2,Virulence,0:25:54,
Microbiology,Fundamentals,3,Bacterial Genetics,0:20:27,
Microbiology,Fundamentals,4,Prion Diseases,0:07:29,
Microbiology,Fundamentals,5,Introduction to Fungi,0:04:49,
Microbiology,Fundamentals,6,Viral Structures,0:07:48,
Microbiology,Fundamentals,7,Viral Genetics,0:09:38,
Microbiology,Fundamentals,8,Viral Genomes and Replication,0:13:41,
Microbiology,Bacteria,1,Clostridium Tetani,0:08:06,
Microbiology,Bacteria,2,Clostridium Botulinum,0:07:20,
Microbiology,Bacteria,3,Clostridium Difficile,0:08:44,
Microbiology,Bacteria,4,Clostridium Perfringens,0:05:44,
Microbiology,Bacteria,5,Bacillus Anthracis,0:07:51,
Microbiology,Bacteria,6,Bacillus Cereus,0:03:11,
Microbiology,Bacteria,7,Listeria Monocytogenes,0:09:14,
Microbiology,Bacteria,8,Corynebacterium Diphtheriae,0:07:26,
Microbiology,Bacteria,9,Viridans Streptococci,0:08:24,
Microbiology,Bacteria,10,Streptococcus Pneumoniae,0:07:16,
Microbiology,Bacteria,11,Streptococcus Pyogenes,0:11:48,
Microbiology,Bacteria,12,Streptococcus Agalactiae,0:06:12,
Microbiology,Bacteria,13,Streptococcus Gallolyticus,0:03:19,
Microbiology,Bacteria,14,Enterococci,0:05:29,
Microbiology,Bacteria,15,Staphylococcus Aureus,0:10:32,
Microbiology,Bacteria,16,Staphylococcus Epidermidis,0:04:24,
Microbiology,Bacteria,17,Staphylococcus Saprophyticus,0:04:37,
Microbiology,Bacteria,18,Nocardia Asteroides,0:05:00,
Microbiology,Bacteria,19,Actinomyces Israelii,0:04:40,
Microbiology,Bacteria,20,Neisseria Overview,0:08:01,
Microbiology,Bacteria,21,Neisseria Meningitidis,0:07:03,
Microbiology,Bacteria,22,Neisseria Gonorrhoeae,0:06:11,
Microbiology,Bacteria,23,Moraxella Catarrhalis,0:03:20,
Microbiology,Bacteria,24,Haemophilus Influenzae,0:12:50,
Microbiology,Bacteria,25,Bordetella Pertussis,0:08:32,
Microbiology,Bacteria,26,"Pasteurella Multocida, Brucella Species, and Francisella Tularensis",0:08:51,
Microbiology,Bacteria,27,Salmonella Species,0:11:01,
Microbiology,Bacteria,28,Salmonella Typhi,0:06:15,
Microbiology,Bacteria,29,Shigella,0:11:09,
Microbiology,Bacteria,30,E. Coli,0:19:47,
Microbiology,Bacteria,31,Klebsiella,0:05:38,
Microbiology,Bacteria,32,Proteus Mirabilis,0:04:19,
Microbiology,Bacteria,33,Pseudomonas Aeruginosa,0:12:34,
Microbiology,Bacteria,34,Yersinia Pestis and Yersinia Enterocolitica,0:05:04,
Microbiology,Bacteria,35,"Enterobacter, Citrobacter, and Serratia Marcescens",0:05:30,
Microbiology,Bacteria,36,Bartonella Henselae,0:04:16,
Microbiology,Bacteria,37,Legionella Pneumophila,0:06:19,
Microbiology,Bacteria,38,Campylobacter Jejuni,0:04:53,
Microbiology,Bacteria,39,Vibrio Cholerae,0:06:08,
Microbiology,Bacteria,40,Helicobacter Pylori,0:06:33,
Microbiology,Bacteria,41,Mycobacterium Tuberculosis,0:16:24,
Microbiology,Bacteria,42,Mycobacterium Leprae,0:09:08,
Microbiology,Bacteria,43,"Mycobacterium avium-intracellulare, Mycobacterium scrofulaceum, and Mycobacterium marinum",0:04:26,
Microbiology,Bacteria,44,Borrelia Burgdorferi,0:06:37,
Microbiology,Bacteria,45,Leptospira Interrogans,0:03:22,
Microbiology,Bacteria,46,Treponema Pallidum,0:15:33,
Microbiology,Bacteria,47,"Chlamydia Trachomatis, Chlamydophila Pneumoniae, and Chlamydophila Psittaci",0:11:11,
Microbiology,Bacteria,48,Coxiella Burnetii,0:04:24,
Microbiology,Bacteria,49,Gardnerella Vaginalis,0:04:07,
Microbiology,Bacteria,50,Mycoplasma Pneumoniae,0:05:45,
Microbiology,Bacteria,51,"Rickettsia Prowazekii, Rickettsia Rickettsii, and Rickettsia Typhi",0:11:02,
Microbiology,Bacteria,52,Ehrlichia and Anaplasma,0:03:51,
Microbiology,Bacteria,53,Miscellaneous Organisms,0:18:21,
Microbiology,Fungi,1,Histoplasma Capsulatum,0:05:06,
Microbiology,Fungi,2,Blastomyces Dermatitidis,0:04:41,
Microbiology,Fungi,3,Coccidioides Immitis,0:05:10,
Microbiology,Fungi,4,Paracoccidioides Brasiliensis,0:03:14,
Microbiology,Fungi,5,"Microsporum, Trichophyton, and Epidermophyton",0:07:39,
Microbiology,Fungi,6,Malassezia Furfur,0:03:56,
Microbiology,Fungi,7,Sporothrix Schenckii,0:05:02,
Microbiology,Fungi,8,Candida Albicans,0:10:57,
Microbiology,Fungi,9,Aspergillus Fumigatus,0:08:45,
Microbiology,Fungi,10,Cryptococcus Neoformans,0:06:10,
Microbiology,Fungi,11,Mucor and Rhizopus Species,0:05:56,
Microbiology,Fungi,12,Pneumocystis Jirovecii,0:05:32,
Microbiology,Parasites,1,Giardia Lamblia,0:04:32,
Microbiology,Parasites,2,Entamoeba Histolytica,0:05:52,
Microbiology,Parasites,3,Cryptosporidium Spp.,0:05:25,
Microbiology,Parasites,4,Toxoplasma Gondii,0:07:17,
Microbiology,Parasites,5,Naegleria Fowleri,0:02:46,
Microbiology,Parasites,6,Trypanosoma Brucei,0:05:58,
Microbiology,Parasites,7,"Plasmodium Vivax/Ovale, Falciparum, and Malariae",0:15:24,
Microbiology,Parasites,8,Babesia and Anaplasma,0:06:02,
Microbiology,Parasites,9,Trypanosoma cruzi,0:06:24,
Microbiology,Parasites,10,Leishmania Donovani,0:04:42,
Microbiology,Parasites,11,Trichomonas Vaginalis,0:04:02,
Microbiology,Parasites,12,Enterobius Vermicularis (Pinworm),0:03:23,
Microbiology,Parasites,13,Ascaris Lumbricoides (Giant Roundworm),0:06:16,
Microbiology,Parasites,14,Strongyloides Stercoralis (Threadworm),0:04:22,
Microbiology,Parasites,15,Ancylostoma Duodenale and Necator Americanus (Hookworms),0:04:18,
Microbiology,Parasites,16,Trichinella Spiralis,0:03:30,
Microbiology,Parasites,17,Trichuris Trichiura (Whipworm),0:01:56,
Microbiology,Parasites,18,Toxocara Canis,0:03:44,
Microbiology,Parasites,19,Onchocerca Volvulus,0:02:53,
Microbiology,Parasites,20,Loa Loa and Wuchereria Bancrofti,0:03:51,
Microbiology,Parasites,21,Taenia Solium,0:08:02,
Microbiology,Parasites,22,Diphyllobothrium Latum,0:01:48,
Microbiology,Parasites,23,Echinococcus Granulosus,0:06:40,
Microbiology,Parasites,24,Schistosoma Spp.,0:08:49,
Microbiology,Parasites,25,Clonorchis Sinensis,0:02:29,
Microbiology,Parasites,26,Sarcoptes Scabiei,0:03:25,
Microbiology,Parasites,27,Pediculus Humanus/Phthirus Pubis,0:07:06,
Microbiology,Viruses,1,Herpes Simplex Virus-1 (HSV-1) and Herpes Simplex Virus-2 (HSV-2),0:11:28,
Microbiology,Viruses,2,Varicella-Zoster Virus (VZV),0:06:33,
Microbiology,Viruses,3,Epstein-Barr Virus (EBV),0:10:27,
Microbiology,Viruses,4,Cytomegalovirus (CMV),0:07:18,
Microbiology,Viruses,5,Roseola (HHV-6),0:03:26,
Microbiology,Viruses,6,Kaposi Sarcoma (HHV-8),0:02:57,
Microbiology,Viruses,7,Hepatitis B Virus,0:21:50,
Microbiology,Viruses,8,"Smallpox, Cowpox, and Molluscum Contagiosum",0:04:15,
Microbiology,Viruses,9,Human Papillomavirus,0:07:27,
Microbiology,Viruses,10,Adenovirus,0:03:39,
Microbiology,Viruses,11,JC Virus and BK Virus,0:04:56,
Microbiology,Viruses,12,Parvovirus B19,0:04:40,
Microbiology,Viruses,13,Coronavirus and SARS,0:02:11,
Microbiology,Viruses,14,Human Immunodeficiency Virus (HIV),0:24:06,
Microbiology,Viruses,15,Human T-lymphotropic Virus (HTLV),0:04:22,
Microbiology,Viruses,16,Hepatitis C Virus,0:10:51,
Microbiology,Viruses,17,Yellow Fever Virus,0:05:16,
Microbiology,Viruses,18,Dengue Fever,0:06:03,
Microbiology,Viruses,19,West Nile Virus and St. Louis Encephalitis,0:02:43,
Microbiology,Viruses,20,Zika Virus,0:05:40,
Microbiology,Viruses,21,Rubella,0:04:48,
Microbiology,Viruses,22,"Eastern, Western, and Venezuelan Equine Encephalitis Viruses; Chikungunya Virus",0:03:33,
Microbiology,Viruses,23,California Encephalitis,0:02:36,
Microbiology,Viruses,24,Rift Valley Fever and Crimean-Congo Hemorrhagic Fever Virus,0:03:35,
Microbiology,Viruses,25,Hantavirus,0:02:14,
Microbiology,Viruses,26,Influenza Virus,0:10:40,
Microbiology,Viruses,27,Lassa Fever Encephalitis and Lymphocytic Choriomeningitis Virus,0:02:41,
Microbiology,Viruses,28,Hepatitis D Virus,0:04:39,
Microbiology,Viruses,29,Parainfluenza Virus,0:04:53,
Microbiology,Viruses,30,Respiratory Syncytial Virus (RSV) and Human Metapneumovirus (hPMV),0:06:22,
Microbiology,Viruses,31,Measles,0:08:11,
Microbiology,Viruses,32,Mumps,0:04:08,
Microbiology,Viruses,33,Rabies virus,0:08:11,
Microbiology,Viruses,34,Ebola Virus and Marburg Virus,0:07:03,
Microbiology,Viruses,35,Norovirus,0:03:25,
Microbiology,Viruses,36,Hepatitis E Virus,0:02:34,
Microbiology,Viruses,37,Rotavirus and Colorado Tick Fever,0:09:42,
Microbiology,Viruses,38,Poliovirus,0:10:24,
Microbiology,Viruses,39,Echovirus,0:05:09,
Microbiology,Viruses,40,Rhinovirus,0:04:59,
Microbiology,Viruses,41,Coxsackieviruses (A & B),0:04:53,
Microbiology,Viruses,42,Hepatitis A Virus,0:08:59,
Immunology,Immunology,1,Lymphoid Structures,0:18:21,
Immunology,Immunology,2,Acute Inflammation,0:17:50,
Immunology,Immunology,3,Neutrophils,0:15:17,
Immunology,Immunology,4,Kinin,0:08:13,
Immunology,Immunology,5,Complement,0:13:41,
Immunology,Immunology,6,Chronic Inflammation,0:15:14,
Immunology,Immunology,7,Major Histocompatibility Complexes,0:12:45,
Immunology,Immunology,8,Macrophages,0:16:22,
Immunology,Immunology,8.1,Cytokines from Macrophages and Dendritic Cells,0:11:01,
Immunology,Immunology,9,NK Cells and Cytotoxic T Cells,0:08:56,
Immunology,Immunology,10,Positive and Negative Selection,0:07:38,
Immunology,Immunology,11,T-cell Activation and Subtypes,0:09:10,
Immunology,Immunology,11.1,Cytokines from Th1 and NK Cells,0:04:00,
Immunology,Immunology,11.2,Cytokines from Th2 Cells,0:04:33,
Immunology,Immunology,11.3,Cytokines from Th17 Cells,0:02:57,
Immunology,Immunology,11.4,Cytokines from Treg Cells,0:04:01,
Immunology,Immunology,12,Antibodies,0:07:31,
Immunology,Immunology,13,B-cells,0:18:30,
Immunology,Immunology,14,Vaccinations,0:19:42,
Immunology,Immunology,15,Hypersensitivity Reactions,0:10:07,
Immunology,Immunology,16,Blood Transfusion Reactions,0:07:57,
Immunology,Immunology,17,Transplant Rejection,0:07:46,
Immunology,Immunodeficiencies,1,Bruton Agammaglobulinemia,0:05:21,
Immunology,Immunodeficiencies,2,Selective IgA Deficiency,0:04:27,
Immunology,Immunodeficiencies,3,Common Variable Immunodeficiency,0:03:32,
Immunology,Immunodeficiencies,4,Thymic Aplasia,0:06:42,
Immunology,Immunodeficiencies,5,IL 12 Receptor Deficiency,0:04:05,
Immunology,Immunodeficiencies,6,Job Syndrome,0:04:09,
Immunology,Immunodeficiencies,7,Chronic Mucocutaneous Candidiasis,0:03:26,
