Subject,Group,Video,Duration
Pharmacology,Other Endocrine Pharm,Demeclocycline,0:04:50
Pharmacology,Other Endocrine Pharm,Desmopressin,0:07:05
Pharmacology,Other Endocrine Pharm,Cinacalcet,0:03:30
Pharmacology,Other Endocrine Pharm,Sevelamer,0:03:44
Pharmacology,Gastrointestinal Pharm,"H2 Blockers (Cimetidine, Ranitidine, Famotidine)",0:06:55
Pharmacology,Gastrointestinal Pharm,Proton Pump Inhibitors (PPIs),0:07:19
Pharmacology,Gastrointestinal Pharm,Misoprostol,0:07:13
Pharmacology,Gastrointestinal Pharm,Orlistat,0:05:22
Pharmacology,Gastrointestinal Pharm,Antacids,0:08:39
Pharmacology,Gastrointestinal Pharm,Bismuth & Sucralfate,0:03:57
Pharmacology,Gastrointestinal Pharm,Octreotide,0:08:09
Pharmacology,Gastrointestinal Pharm,Diphenoxylate vs. Loperamide,0:05:43
Pharmacology,Gastrointestinal Pharm,Ondansetron,0:06:15
Pharmacology,Gastrointestinal Pharm,Metoclopramide,0:06:31
Pharmacology,Gastrointestinal Pharm,Bulk-forming Laxatives,0:02:52
Pharmacology,Gastrointestinal Pharm,Senna,0:03:54
Pharmacology,Gastrointestinal Pharm,Docusate,0:02:13
Pharmacology,Gastrointestinal Pharm,Aprepitant,0:02:54
Pharmacology,Heme Pharm,Warfarin,0:17:31
Pharmacology,Heme Pharm,Heparin,0:09:48
Pharmacology,Heme Pharm,Low Molecular Weight Heparins (LMWH),0:08:32
Pharmacology,Heme Pharm,"Direct Thrombin Inhibitors (Argatroban, Dabigatran, Bivalirudin)",0:08:54
Pharmacology,Heme Pharm,"Thrombolytics (tPA, Streptokinase, Urokinase)",0:08:32
Pharmacology,Heme Pharm,ADP Receptor Inhibitors,0:07:02
Pharmacology,Heme Pharm,"PDE3 Inhibitors (Cilostazol, Dipyridamole)",0:09:15
Pharmacology,Heme Pharm,Glycoprotein IIb/IIIa Inhibitors,0:06:33
Pharmacology,Heme Pharm,"Factor Xa Inhibitors (Apixaban, Rivaroxaban, Edoxaban)",0:07:50
Pharmacology,Oncology Pharm,Bleomycin,0:05:39
Pharmacology,Oncology Pharm,"Dactinomycin, Actinomycin D",0:03:56
Pharmacology,Oncology Pharm,"Doxorubicin, Daunorubicin",0:07:10
Pharmacology,Oncology Pharm,"Azathioprine, 6-MP",0:08:30
Pharmacology,Oncology Pharm,Cladribine,0:04:34
Pharmacology,Oncology Pharm,Cytarabine,0:06:03
Pharmacology,Oncology Pharm,Busulfan,0:04:45
Pharmacology,Oncology Pharm,"Cyclophosphamide, Ifosfamide",0:05:13
Pharmacology,Oncology Pharm,Nitrosoureas,0:05:03
Pharmacology,Oncology Pharm,Paclitaxel,0:04:40
Pharmacology,Oncology Pharm,"Vincristine, Vinblastine",0:04:04
Pharmacology,Oncology Pharm,"Cisplatin, Carboplatin, Oxaliplatin",0:05:22
Pharmacology,Oncology Pharm,"Etoposide, Teniposide",0:04:04
Pharmacology,Oncology Pharm,"Irinotecan, Topotecan",0:04:51
Pharmacology,Oncology Pharm,Bevacizumab,0:04:03
Pharmacology,Oncology Pharm,Erlotinib,0:03:14
Pharmacology,Oncology Pharm,"Cetuximab, Panitumumab",0:03:53
Pharmacology,Oncology Pharm,"Imatinib, Dasatinib",0:07:25
Pharmacology,Oncology Pharm,Rituximab,0:03:40
Pharmacology,Oncology Pharm,"Bortezomib, Carfilzomib",0:03:59
Pharmacology,Oncology Pharm,Trastuzumab,0:04:55
Pharmacology,Oncology Pharm,"Dabrafenib, Vemurafenib",0:03:56
Pharmacology,Oncology Pharm,Raloxifene and Tamoxifen,0:07:19
Pharmacology,Oncology Pharm,Hydroxyurea,0:04:31
Pharmacology,Oncology Pharm,Procarbazine,0:04:52
Pharmacology,Musculoskeletal Pharm,Aspirin,0:10:06
Pharmacology,Musculoskeletal Pharm,Acetaminophen,0:05:46
Pharmacology,Musculoskeletal Pharm,N-Acetylcysteine (NAC),0:04:40
Pharmacology,Musculoskeletal Pharm,Celecoxib,0:07:09
Pharmacology,Musculoskeletal Pharm,NSAIDs,0:10:51
Pharmacology,Musculoskeletal Pharm,Leflunomide,0:04:45
Pharmacology,Musculoskeletal Pharm,Bisphosphonates,0:06:00
Pharmacology,Musculoskeletal Pharm,Teriparatide,0:07:57
Pharmacology,Musculoskeletal Pharm,Cyclobenzaprine,0:04:10
Pharmacology,Musculoskeletal Pharm,Dantrolene,0:06:33
Pharmacology,Musculoskeletal Pharm,Etanercept,0:06:57
Pharmacology,Musculoskeletal Pharm,"TNF Inhibitors (Infliximab, Adalimumab. Certolizumab, Golimumab)",0:05:43
Pharmacology,Musculoskeletal Pharm,Allopurinol/Febuxostat,0:07:46
Pharmacology,Musculoskeletal Pharm,Probenecid,0:06:29
Pharmacology,Musculoskeletal Pharm,Colchicine,0:05:20
Pharmacology,Musculoskeletal Pharm,Rasburicase,0:04:24
Pharmacology,Antiepileptics,Valproic Acid (Valproate),0:08:45
Pharmacology,Antiepileptics,Carbamazepine,0:12:03
Pharmacology,Antiepileptics,Ethosuximide,0:05:06
Pharmacology,Antiepileptics,Gabapentin,0:07:09
Pharmacology,Antiepileptics,Lamotrigine,0:06:30
Pharmacology,Antiepileptics,Levetiracetam,0:03:35
Pharmacology,Antiepileptics,"Barbituates (Phenobarbital, Thiopental)",0:09:33
Pharmacology,Antiepileptics,Topiramate,0:06:32
Pharmacology,Antiepileptics,Vigabatrin,0:04:37
Pharmacology,Anesthetics,Ketamine,0:03:57
Pharmacology,Anesthetics,Nitrous Oxide (N2O),0:10:22
Pharmacology,Anesthetics,Local Anesthetics,0:10:48
Pharmacology,Anesthetics,Nondepolarizing Neuromuscular-blocking Drugs,0:07:07
Pharmacology,Anesthetics,Succinylcholine,0:00:00
Pharmacology,Anesthetics,Halothane and Fluranes,0:14:23
Pharmacology,Anesthetics,Propofol,0:03:48
Pharmacology,Anesthetics,Thiopental,0:06:13
Pharmacology,Other Neuro Pharm,Ramelteon,0:03:17
Pharmacology,Other Neuro Pharm,Triptans,0:07:18
Pharmacology,Other Neuro Pharm,Benzodiazepines - Function,0:10:43
Pharmacology,Other Neuro Pharm,Zolpidem Zaleplon Eszopiclone,0:04:14
Pharmacology,Other Neuro Pharm,Suvorexant,0:04:40
Pharmacology,Other Neuro Pharm,Bromocriptine (Ergot Dopamine Agonists),0:06:57
Pharmacology,Other Neuro Pharm,"Pramipexole, Ropinirole",0:07:18
Pharmacology,Other Neuro Pharm,Amantadine,0:06:26
Pharmacology,Other Neuro Pharm,"Levodopa, Carbidopa",0:10:05
Pharmacology,Other Neuro Pharm,"Entacapone, Tolcapone",0:07:15
Pharmacology,Other Neuro Pharm,Selegiline and Rasagiline,0:06:45
Pharmacology,Other Neuro Pharm,"Benztropine, Trihexyphenidyl",0:06:03
Pharmacology,Other Neuro Pharm,Tetrabenazine,0:03:12
Pharmacology,Other Neuro Pharm,Baclofen,0:03:19
Pharmacology,Other Neuro Pharm,Memantine,0:03:56
Pharmacology,Other Neuro Pharm,Riluzole,0:03:09
Pharmacology,Other Neuro Pharm,Full Opioid Agonists,0:11:53
Pharmacology,Other Neuro Pharm,Partial Opioid Agonists,0:08:43
Pharmacology,Other Neuro Pharm,Dextromethorphan,0:02:48
Pharmacology,Other Neuro Pharm,Tramadol,0:06:14
Pharmacology,Other Neuro Pharm,Naloxone,0:05:08
Pharmacology,Other Neuro Pharm,Naltrexone,0:04:58
Pharmacology,Psych Pharm,Lithium,0:06:55
Pharmacology,Psych Pharm,Typical Antipsychotics,0:21:35
Pharmacology,Psych Pharm,Atypical Antipsychotics,0:19:30
Pharmacology,Psych Pharm,SSRIs,0:12:03
Pharmacology,Psych Pharm,SNRIs,0:10:45
Pharmacology,Psych Pharm,Tricyclic Antidepressants (TCAs),0:11:37
Pharmacology,Psych Pharm,Monoamine Oxidase Inhibitors (MAOIs),0:07:30
Pharmacology,Psych Pharm,Bupropion,0:07:28
Pharmacology,Psych Pharm,Mirtazapine,0:07:55
Pharmacology,Psych Pharm,Trazadone,0:08:45
Pharmacology,Psych Pharm,Vilazodone,0:04:58
Pharmacology,Psych Pharm,Vortioxetine,0:05:36
Pharmacology,Psych Pharm,Buspirone,0:05:46
Pharmacology,Psych Pharm,Varenicline,0:03:52
Pharmacology,Renal Pharm,ACE Inhibitors,0:10:56
Pharmacology,Renal Pharm,"Aldosterone Receptor Blockers (Spironolactone, Eplerenone)",0:14:18
Pharmacology,Renal Pharm,Ethacrynic Acid,0:06:22
Pharmacology,Renal Pharm,"Loop Diuretics (Furosemide, Bumetanide, Torsemide)",0:12:56
Pharmacology,Renal Pharm,Mannitol,0:08:29
Pharmacology,Renal Pharm,Acetazolamide,0:10:13
Pharmacology,Renal Pharm,"ENaC Blockers (Amiloride, Triamterene)",0:09:39
Pharmacology,Renal Pharm,Thiazide Diuretics,0:15:09
Pharmacology,Renal Pharm,Angiotensin II Receptor Blockers (ARBs),0:11:05
Pharmacology,Reproductive Pharm,Leuprolide,0:08:00
Pharmacology,Reproductive Pharm,Anastrozole,0:05:12
Pharmacology,Reproductive Pharm,Estrogens,0:08:01
Pharmacology,Reproductive Pharm,Clomiphene,0:05:48
Pharmacology,Reproductive Pharm,Progestins,0:11:00
Pharmacology,Reproductive Pharm,Mifepristone,0:05:36
Pharmacology,Reproductive Pharm,Copper IUDs,0:03:44
Pharmacology,Reproductive Pharm,Danazol,0:03:48
Pharmacology,Reproductive Pharm,"Terbutaline, Ritodrine",0:06:08
Pharmacology,Reproductive Pharm,Minoxidil,0:05:12
Pharmacology,Reproductive Pharm,"Androgens (Testosterone, Methyltestosterone)",0:07:39
Pharmacology,Reproductive Pharm,Flutamide,0:04:35
Pharmacology,Reproductive Pharm,"PDE-5 Inhibitors (Sildenafil, Vardenafil, Tadalafil)",0:07:19
Pharmacology,Reproductive Pharm,Finasteride,0:03:47
Pharmacology,Respiratory Pharm,Ipratropium vs Tiotropium,0:05:59
Pharmacology,Respiratory Pharm,1st Generation Antihistamines,0:09:54
Pharmacology,Respiratory Pharm,2nd-Generation Antihistamines,0:05:42
Pharmacology,Respiratory Pharm,Albuterol vs Salmeterol,0:06:52
Pharmacology,Respiratory Pharm,Fluticasone & Budesonide,0:05:28
Pharmacology,Respiratory Pharm,Montelukast & Zafirlukast,0:04:04
Pharmacology,Respiratory Pharm,Zileuton,0:04:37
Pharmacology,Respiratory Pharm,Omalizumab,0:03:09
Pharmacology,Respiratory Pharm,Cromolyn & Nedocromil,0:03:35
Pharmacology,Respiratory Pharm,Guaifenesin,0:03:26
Pharmacology,Respiratory Pharm,Endothelin Receptor Antagonists (Bosentan),0:04:34
Pharmacology,Respiratory Pharm,"Prostaglandin Analogs (Epoprostenol, Iloprost)",0:04:14
Pharmacology,Respiratory Pharm,Theophylline (No Video),0:00:00
Microbiology,Antibiotics / Antiparasitics,Penicillin Overview,0:16:50
Microbiology,Antibiotics / Antiparasitics,Penicillinase-Sensitive vs. Penicillinase-Resistant Penicillins,0:10:20
Microbiology,Antibiotics / Antiparasitics,Anti-Pseudomonal Penicillins,0:07:11
Microbiology,Antibiotics / Antiparasitics,Cephalosporins Overview,0:09:37
Microbiology,Antibiotics / Antiparasitics,1st Generation Cephalosporins,0:05:51
Microbiology,Antibiotics / Antiparasitics,2nd Generation Cephalosporins,0:05:47
Microbiology,Antibiotics / Antiparasitics,3rd Generation Cephalosporins,0:08:33
Microbiology,Antibiotics / Antiparasitics,4th Generation Cephalosporins,0:04:50
Microbiology,Antibiotics / Antiparasitics,5th Generation Cephalosporins,0:05:59
Microbiology,Antibiotics / Antiparasitics,Carbapenems,0:06:55
Microbiology,Antibiotics / Antiparasitics,Monobactams (Aztreonam),0:06:18
Microbiology,Antibiotics / Antiparasitics,Vancomycin,0:08:27
Microbiology,Antibiotics / Antiparasitics,Aminoglycosides,0:08:47
Microbiology,Antibiotics / Antiparasitics,Tetracyclines,0:12:46
Microbiology,Antibiotics / Antiparasitics,Tigecycline,0:05:37
Microbiology,Antibiotics / Antiparasitics,Chloramphenicol,0:06:55
Microbiology,Antibiotics / Antiparasitics,Clindamycin,0:05:06
Microbiology,Antibiotics / Antiparasitics,Linezolid,0:05:15
Microbiology,Antibiotics / Antiparasitics,Macrolides,0:10:38
Microbiology,Antibiotics / Antiparasitics,Polymyxins,0:06:44
Microbiology,Antibiotics / Antiparasitics,Sulfonamides (No Video),0:00:00
Microbiology,Antibiotics / Antiparasitics,Dapsone,0:09:18
Microbiology,Antibiotics / Antiparasitics,Trimethoprim (No Video),0:00:00
Microbiology,Antibiotics / Antiparasitics,Fluoroquinolones,0:11:18
Microbiology,Antibiotics / Antiparasitics,Daptomycin,0:05:41
Microbiology,Antibiotics / Antiparasitics,Metronidazole,0:04:50
Microbiology,Antibiotics / Antiparasitics,"Rifamycins (Rifampin, Rifabutin)",0:07:48
Microbiology,Antibiotics / Antiparasitics,Isoniazid,0:13:24
Microbiology,Antibiotics / Antiparasitics,Pyrazinamide,0:05:27
Microbiology,Antibiotics / Antiparasitics,Ethambutol,0:05:35
Microbiology,Antibiotics / Antiparasitics,Chloroquine,0:03:46
Microbiology,Antifungals,Amphotericin B,0:13:35
Microbiology,Antifungals,Nystatin,0:05:44
Microbiology,Antifungals,Flucytosine,0:06:09
Microbiology,Antifungals,Azoles,0:09:01
Microbiology,Antifungals,Terbinafine,0:07:18
Microbiology,Antifungals,Echinocandins,0:06:57
Microbiology,Antifungals,Griseofulvin,0:08:48
Microbiology,Antivirals,"Oseltamivir, Zanamivir",0:06:16
Microbiology,Antivirals,"Acyclovir (Famciclovir, Valacyclovir)",0:09:22
Microbiology,Antivirals,Ganciclovir,0:10:01
Microbiology,Antivirals,Foscarnet,0:14:07
Microbiology,Antivirals,Cidofovir,0:08:41
Microbiology,Antivirals,NRTIs,0:20:47
Microbiology,Antivirals,NNRTIs,0:13:26
Microbiology,Antivirals,Integrase Inhibitors,0:06:37
Microbiology,Antivirals,Protease Inhibitors,0:11:18
Microbiology,Antivirals,"Entry Inhibitors (Enfuvirtide, Maraviroc)",0:07:24
Microbiology,Antivirals,NS5A Inhibitors,0:04:24
Microbiology,Antivirals,NS5B Inhibitors,0:05:15
Microbiology,Antivirals,NS3/4A Inhibitors,0:05:16
Microbiology,Bacteria - Gram Positive,Staph aureus: Overview,0:12:16
Microbiology,Bacteria - Gram Positive,Staph aureus: Presentation,0:11:22
Microbiology,Bacteria - Gram Positive,Methicillin-Resistant Staph aureus (MRSA),0:05:16
Microbiology,Bacteria - Gram Positive,Staph saprophyticus,0:06:20
Microbiology,Bacteria - Gram Positive,Strep pneumoniae: Overview,0:07:45
Microbiology,Bacteria - Gram Positive,Strep pneumoniae: Presentation,0:07:30
Microbiology,Bacteria - Gram Positive,Strep viridans,0:07:26
Microbiology,Bacteria - Gram Positive,Strep pyogenes: Overview,0:11:46
Microbiology,Bacteria - Gram Positive,Strep pyogenes: Presentation,0:11:07
Microbiology,Bacteria - Gram Positive,Strep agalactiae,0:10:45
Microbiology,Bacteria - Gram Positive,Strep bovis,0:06:34
Microbiology,Bacteria - Gram Positive,Enterococcus (No Video),0:00:00
Microbiology,Bacteria - Gram Positive,Bacillus anthracis,0:12:14
Microbiology,Bacteria - Gram Positive,Bacillus cereus,0:06:30
Microbiology,Bacteria - Gram Positive,Clostridium tetani,0:10:07
Microbiology,Bacteria - Gram Positive,Clostridium perfringens,0:12:01
Microbiology,Bacteria - Gram Positive,Clostridium botulinum,0:10:18
Microbiology,Bacteria - Gram Positive,Clostridium difficile,0:10:31
Microbiology,Bacteria - Gram Positive,Corynebacterium diphtheriae,0:13:55
Microbiology,Bacteria - Gram Positive,Listeria monocytogenes,0:09:24
Microbiology,Bacteria - Gram Positive,Nocardia,0:12:50
Microbiology,Bacteria - Gram Positive,Actinomyces,0:06:43
Microbiology,Bacteria - Gram Negative,Neisseria spp: Overview,0:10:36
Microbiology,Bacteria - Gram Negative,Neisseria gonorrhoeae,0:09:48
Microbiology,Bacteria - Gram Negative,Neisseria meningitidis,0:11:26
Microbiology,Bacteria - Gram Negative,Haemophilus influenzae,0:10:40
Microbiology,Bacteria - Gram Negative,Bordetella pertussis,0:08:24
Microbiology,Bacteria - Gram Negative,Brucella,0:05:48
Microbiology,Bacteria - Gram Negative,Legionella pneumophila,0:12:54
Microbiology,Bacteria - Gram Negative,Pseudomonas aeruginosa: Overview,0:07:57
Microbiology,Bacteria - Gram Negative,Pseudomonas aeruginosa: Disease,0:11:22
Microbiology,Bacteria - Gram Negative,Salmonella Overview,0:08:34
Microbiology,Bacteria - Gram Negative,Salmonella typhi,0:08:20
Microbiology,Bacteria - Gram Negative,Salmonella enteritidis,0:04:16
Microbiology,Bacteria - Gram Negative,Shigella,0:09:43
Microbiology,Bacteria - Gram Negative,Yersinia enterocolitica,0:10:37
Microbiology,Bacteria - Gram Negative,Escherichia coli: Overview,0:11:11
Microbiology,Bacteria - Gram Negative,Enterohemorrhagic E. Coli (EHEC),0:06:55
Microbiology,Bacteria - Gram Negative,Enterotoxigenic E. Coli (ETEC),0:06:07
Microbiology,Bacteria - Gram Negative,Klebsiella pneumoniae,0:08:41
Microbiology,Bacteria - Gram Negative,Campylobacter jejuni,0:09:20
Microbiology,Bacteria - Gram Negative,Vibrio spp.,0:10:58
Microbiology,Bacteria - Gram Negative,Helicobacter pylori,0:12:41
Microbiology,Bacteria - Gram Negative,Borrelia burgdorferi (Lyme Disease),0:10:35
Microbiology,Bacteria - Gram Negative,Leptospira interrogans,0:06:55
Microbiology,Bacteria - Gram Negative,Treponema pallidum: Overview,0:16:35
Microbiology,Bacteria - Gram Negative,Treponema pallidum: Diagnosis,0:07:48
Microbiology,Bacteria - Gram Negative,Congenital syphilis,0:05:29
Microbiology,Bacteria - Gram Negative,Chlamydia: Overview,0:08:15
Microbiology,Bacteria - Gram Negative,Chlamydia trachomatis,0:09:54
Microbiology,Bacteria - Gram Negative,Chlamydia pneumoniae vs. psittaci,0:03:59
Microbiology,Bacteria - Gram Negative,Rickettsia rickettsii,0:06:00
Microbiology,Bacteria - Gram Negative,Rickettsia typhi vs. prowazekii,0:07:03
Microbiology,Bacteria - Gram Negative,Anaplasma vs. Ehrlichia,0:07:16
Microbiology,Bacteria - Gram Negative,Coxiella burnetii (Q fever),0:07:36
Microbiology,Bacteria - Gram Indeterminate,Mycobacterium tuberculosis: Overview,0:11:54
Microbiology,Bacteria - Gram Indeterminate,Mycobacterium tuberculosis: Disease (TB),0:20:18
Microbiology,Bacteria - Gram Indeterminate,Mycobacterium avium,0:05:00
Microbiology,Bacteria - Gram Indeterminate,Mycobacterium scrofulaceum,0:04:31
Microbiology,Bacteria - Gram Indeterminate,Mycobacterium leprae,0:09:03
Microbiology,Bacteria - Gram Indeterminate,Gardnerella vaginalis (Bacterial Vaginosis),0:07:08
Microbiology,Bacteria - Gram Indeterminate,Mycoplasma pneumoniae,0:12:28
Microbiology,Viruses - DNA Viruses,Herpesvirus Overview,0:04:16
Microbiology,Viruses - DNA Viruses,Herpes Simplex Virus 1 (HSV1),0:12:40
Microbiology,Viruses - DNA Viruses,Herpes Simplex Virus 2 (HSV2),0:08:20
Microbiology,Viruses - DNA Viruses,Varicella-Zoster Virus (HHV3),0:13:13
Microbiology,Viruses - DNA Viruses,Epstein-Barr Virus (HHV4),0:10:28
Microbiology,Viruses - DNA Viruses,Cytomegalovirus (HHV5),0:10:36
Microbiology,Viruses - DNA Viruses,Human Herpesviruses 6 and 7 (HHV6 and HHV7),0:04:16
Microbiology,Viruses - DNA Viruses,Human Herpesviruses 8 (HHV8),0:05:58
Microbiology,Viruses - DNA Viruses,Poxvirus,0:11:13
Microbiology,Viruses - DNA Viruses,Hepadnavirus (No Video),0:00:00
Microbiology,Viruses - DNA Viruses,Adenovirus,0:10:31
Microbiology,Viruses - DNA Viruses,Papillomavirus (HPV),0:07:21
Microbiology,Viruses - DNA Viruses,Polyomavirus,0:06:37
Microbiology,Viruses - DNA Viruses,Parvovirus,0:13:14
Microbiology,Viruses - RNA Viruses,HIV: Microbiology and Characteristics,0:21:33
Microbiology,Viruses - RNA Viruses,HIV: Clinical Course,0:18:52
Microbiology,Viruses - RNA Viruses,Reovirus,0:07:02
Microbiology,Viruses - RNA Viruses,Picornavirus Overview,0:05:10
Microbiology,Viruses - RNA Viruses,Poliovirus,0:09:49
Microbiology,Viruses - RNA Viruses,Echovirus,0:03:59
Microbiology,Viruses - RNA Viruses,Rhinovirus,0:05:07
Microbiology,Viruses - RNA Viruses,Coxsackievirus,0:06:06
Microbiology,Viruses - RNA Viruses,Hepatitis A Virus (HAV),0:09:18
Microbiology,Viruses - RNA Viruses,Hepevirus (Hepatitis E Virus),0:07:30
Microbiology,Viruses - RNA Viruses,Calicivirus,0:06:37
Microbiology,Viruses - RNA Viruses,Flavivirus,0:05:37
Microbiology,Viruses - RNA Viruses,Hepatitis C Virus (HCV),0:11:43
Microbiology,Viruses - RNA Viruses,Yellow Fever Virus,0:06:47
Microbiology,Viruses - RNA Viruses,Dengue Virus,0:09:39
Microbiology,Viruses - RNA Viruses,St. Louis Encephalitis and West Nile Virus,0:04:36
Microbiology,Viruses - RNA Viruses,Zika Virus,0:04:39
Microbiology,Viruses - RNA Viruses,Togavirus,0:07:10
Microbiology,Viruses - RNA Viruses,Rubella,0:11:52
Microbiology,Viruses - RNA Viruses,Retrovirus,0:08:52
Microbiology,Viruses - RNA Viruses,Coronavirus,0:11:42
Microbiology,Viruses - RNA Viruses,Orthomyxovirus,0:17:18
Microbiology,Viruses - RNA Viruses,Paramyxovirus,0:09:28
Microbiology,Viruses - RNA Viruses,Respiratory Syncytial Virus (RSV),0:05:46
Microbiology,Viruses - RNA Viruses,Parainfluenza Virus (Croup),0:04:32
Microbiology,Viruses - RNA Viruses,Measles,0:08:35
Microbiology,Viruses - RNA Viruses,Mumps,0:07:58
Microbiology,Viruses - RNA Viruses,Rhabdovirus,0:12:33
Microbiology,Viruses - RNA Viruses,Filovirus,0:07:52
Microbiology,Viruses - RNA Viruses,Arenavirus,0:10:36
Microbiology,Viruses - RNA Viruses,Bunyavirus,0:08:30
Microbiology,Viruses - RNA Viruses,Deltavirus,0:09:03
Microbiology,Fungi,Histoplasma,0:07:50
Microbiology,Fungi,Blastomyces,0:07:53
Microbiology,Fungi,Coccidioides,0:11:37
Microbiology,Fungi,Paracoccidioides,0:13:35
Microbiology,Fungi,Tinea (Dermatophytes) (No Video),0:00:00
Microbiology,Fungi,Malassezia,0:07:52
Microbiology,Fungi,Candida albicans,0:14:14
Microbiology,Fungi,Aspergillus fumigatus,0:16:26
Microbiology,Fungi,Cryptococcus neoformans,0:12:15
Microbiology,Fungi,Mucor and Rhizopus,0:09:45
Microbiology,Fungi,Pneumocystis jirovecii,0:09:36
Microbiology,Fungi,Sporothrix schenckii,0:09:04
Microbiology,Parasites,Giardia lamblia,0:09:10
Microbiology,Parasites,Toxoplasma gondii,0:14:20
Microbiology,Parasites,Entamoeba histolytica,0:08:18
Microbiology,Parasites,Cryptosporidium,0:05:11
Microbiology,Parasites,Naegleria fowleri,0:07:34
Microbiology,Parasites,Trypanosoma brucei,0:08:20
Microbiology,Parasites,Plasmodium Overview,0:15:19
Microbiology,Parasites,Plasmodium Disease (Malaria),0:14:03
Microbiology,Parasites,Babesia,0:12:28
Microbiology,Parasites,Trypanosoma cruzi,0:08:58
Microbiology,Parasites,Leishmania,0:12:01
Microbiology,Parasites,Trichomonas vaginalis,0:05:53
Microbiology,Parasites,Enterobius vermicularis (pinworm),0:08:13
Microbiology,Parasites,Ascaris lumbricoides (giant roundworm),0:09:08
Microbiology,Parasites,Strongyloides stercoralis (threadworm),0:10:42
Microbiology,Parasites,Ancylostoma and Necator,0:09:40
Microbiology,Parasites,Trichinella spiralis,0:07:05
Microbiology,Parasites,Trichuris trichiura (whipworm),0:07:18
Microbiology,Parasites,Toxocara canis,0:07:04
Microbiology,Parasites,Onchocerca volvulus,0:05:22
Microbiology,Parasites,Loa loa,0:05:35
Microbiology,Parasites,Wuchereria bancrofti,0:05:03
Microbiology,Parasites,Taenia solium,0:08:11
Microbiology,Parasites,Diphyllobothrium latum,0:05:52
Microbiology,Parasites,Echinococcus granulosus,0:07:03
Microbiology,Parasites,Schistosoma,0:12:53
Microbiology,Parasites,Clonorchis sinensis,0:03:47
Microbiology,Parasites,Sarcoptes scabiei (Scabies),0:05:30
Microbiology,Parasites,Pediculus humanis and Phthirus pubis (Lice),0:05:42
Neuroanatomy,Cranial Nerves,Olfactory Nerve (CN I),0:05:48
Neuroanatomy,Cranial Nerves,Optic Nerve (CN II),0:07:04
Neuroanatomy,Cranial Nerves,Oculomotor Nerve (CN III),0:12:00
Neuroanatomy,Cranial Nerves,Trochlear Nerve (CN IV),0:07:00
Neuroanatomy,Cranial Nerves,Trigeminal Nerve (CN V),0:17:48
Neuroanatomy,Cranial Nerves,Abducens Nerve (CN VI),0:07:21
Neuroanatomy,Cranial Nerves,Facial Nerve (CN VII),0:15:53
Neuroanatomy,Cranial Nerves,Vestibulocochlear Nerve (CN VIII),0:10:09
Neuroanatomy,Cranial Nerves,Glossopharyngeal Nerve (CN IX),0:11:46
Neuroanatomy,Cranial Nerves,Vagus Nerve (CN X),0:12:20
Neuroanatomy,Cranial Nerves,Accessory Nerve (CN XI),0:05:48
Neuroanatomy,Cranial Nerves,Hypoglossal Nerve (CN XII),0:04:58
Neuroanatomy,Spinal Tracts,Dorsal Column (Medial Lemniscus),0:16:18
Neuroanatomy,Spinal Tracts,Spinothalamic Tract,0:15:21
Neuroanatomy,Spinal Tracts,Corticospinal Tract,0:10:43
Neuroanatomy,Spinal Tracts,Brachial Plexus,0:12:46
Neuroanatomy,Thalamic Nuclei,Ventral Posterolateral (VPL) Nucleus,0:05:38
Neuroanatomy,Thalamic Nuclei,Ventral Posteromedial (VPM) Nucleus,0:05:17
Neuroanatomy,Thalamic Nuclei,Lateral Geniculate Nucleus (LGN),0:04:39
Neuroanatomy,Thalamic Nuclei,Medial Geniculate Nucleus (MGN),0:05:17
Neuroanatomy,Thalamic Nuclei,Ventral Lateral (VL) Nucleus,0:04:50
Neuroanatomy,Hypothalamic Nuclei,Suprachiasmatic Nucleus,0:02:53
Neuroanatomy,Hypothalamic Nuclei,Paraventricular and Supraoptic Nuclei,0:05:21
Neuroanatomy,Hypothalamic Nuclei,Lateral Nucleus,0:03:57
Neuroanatomy,Hypothalamic Nuclei,Ventromedial Nucleus,0:04:37
Neuroanatomy,Hypothalamic Nuclei,Anterior Nucleus,0:03:13
Neuroanatomy,Hypothalamic Nuclei,Posterior Nucleus,0:03:32
Neuroanatomy,Hypothalamic Nuclei,Preoptic Nuclei,0:04:25
Neuroanatomy,Vagal Nuclei,Nucleus Ambiguus,0:03:30
Neuroanatomy,Vagal Nuclei,Nucleus Tractus Solitarius,0:05:26
Neuroanatomy,Vagal Nuclei,Dorsal Motor Nucleus,0:02:46
Neuroanatomy,Mechanoreceptors,Pacinian Corpuscle (Lamellar Corpuscle),0:05:13
Neuroanatomy,Mechanoreceptors,Meissner Corpuscle (Tactile Corpuscle),0:04:50
Neuroanatomy,Mechanoreceptors,Merkel Disk,0:05:26
Neuroanatomy,Mechanoreceptors,Ruffini Endings (Ruffini Corpuscle),0:03:07
Neuroanatomy,Headaches,Tension Headache,0:06:30
Neuroanatomy,Headaches,Trigeminal Neuralgia,0:04:58
Neuroanatomy,Headaches,Migraine Headaches,0:11:45
Neuroanatomy,Headaches,Cluster Headache,0:06:37
Neuroanatomy,Brain Tumors,Craniopharyngioma,0:08:09
Neuroanatomy,Brain Tumors,Oligodendroglioma,0:05:48
Neuroanatomy,Brain Tumors,Schwannoma,0:09:08
